year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,imageUrl,imageName
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,444,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Male,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Federal Republic of Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Erwin_Neher_in_Szeged_%28cropped%29.jpg/300px-Erwin_Neher_in_Szeged_%28cropped%29.jpg,Erwin_Neher_in_Szeged_(cropped).jpg
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",1/2,445,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Sakmann.jpg/300px-Sakmann.jpg,Sakmann.jpg
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1/1,141,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,Male,Collège de France,Paris,France,2007-05-18,Orsay,France,https://upload.wikimedia.org/wikipedia/commons/f/f6/Pierre-Gilles_crop.jpg,Pierre-Gilles_crop.jpg
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1/1,277,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Prof._Dr._Rudolph_A._Marcus.jpg/300px-Prof._Dr._Rudolph_A._Marcus.jpg,Prof._Dr._Rudolph_A._Marcus.jpg
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1/1,669,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Derek_Walcott.jpg/300px-Derek_Walcott.jpg,Derek_Walcott.jpg
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",1/2,446,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,Male,University of Washington,"Seattle, WA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Edmond_Fischer_Nobel_Laureate_1992.jpg/300px-Edmond_Fischer_Nobel_Laureate_1992.jpg,Edmond_Fischer_Nobel_Laureate_1992.jpg
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1/1,142,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,2010-09-29,Paris,France,https://upload.wikimedia.org/wikipedia/commons/f/f6/CHARPAK_Georges-24x50-2005_cropped.JPG,CHARPAK_Georges-24x50-2005_cropped.JPG
1993,Literature,The Nobel Prize in Literature 1993,"""who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality""",1/1,670,Individual,Toni Morrison,1931-02-18,"Lorain, OH",United States of America,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Toni_Morrison.jpg/300px-Toni_Morrison.jpg,Toni_Morrison.jpg
1993,Medicine,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes""",1/2,448,Individual,Richard J. Roberts,1943-09-06,Derby,United Kingdom,Male,New England Biolabs,"Beverly, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Roberts%2C_Richard_John_%281943%29.jpg/300px-Roberts%2C_Richard_John_%281943%29.jpg,"Roberts,_Richard_John_(1943).jpg"
1993,Peace,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa""",1/2,555,Individual,Nelson Mandela,1918-07-18,Qunu,South Africa,Male,NA,NA,NA,2013-12-05,Johannesburg,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Nelson_Mandela_1994.jpg/300px-Nelson_Mandela_1994.jpg,Nelson_Mandela_1994.jpg
1994,Economics,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",1/3,713,Individual,Reinhard Selten,1930-10-05,Breslau (Wroclaw),Germany (Poland),Male,Rheinische Friedrich-Wilhelms-Universität,Bonn,Federal Republic of Germany,2016-08-23,Poznan,Poland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Reinhard_Selten2.jpg/300px-Reinhard_Selten2.jpg,Reinhard_Selten2.jpg
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,450,Individual,Alfred G. Gilman,1941-07-01,"New Haven, CT",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States of America,2015-12-23,"Dallas, TX",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Alfred_Goodman_Gilman_%28cropped%29.jpg/300px-Alfred_Goodman_Gilman_%28cropped%29.jpg,Alfred_Goodman_Gilman_(cropped).jpg
1994,Medicine,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",1/2,451,Individual,Martin Rodbell,1925-12-01,"Baltimore, MD",United States of America,Male,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",United States of America,1998-12-07,"Chapel Hill, NC",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Rodbell%2C_Martin_%281925-1998%29.jpg/300px-Rodbell%2C_Martin_%281925-1998%29.jpg,"Rodbell,_Martin_(1925-1998).jpg"
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,557,Individual,Yasser Arafat,1929-08-24,Cairo,Egypt,Male,NA,NA,NA,2004-11-11,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Leader_of_the_PLO%2C_Yasser_Arafat%2C_1996_Dan_Hadani_Archive.jpg/300px-Leader_of_the_PLO%2C_Yasser_Arafat%2C_1996_Dan_Hadani_Archive.jpg,"Leader_of_the_PLO,_Yasser_Arafat,_1996_Dan_Hadani_Archive.jpg"
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,558,Individual,Shimon Peres,1923-08-16,Vishneva,Poland (Belarus),Male,NA,NA,NA,2016-09-28,Tel Aviv,Israel,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Meeting_between_PM_Peres_with_newly_elected_PM_Nethanyahu%2C_1996_Dan_Hadani_Archive_II.jpg/300px-Meeting_between_PM_Peres_with_newly_elected_PM_Nethanyahu%2C_1996_Dan_Hadani_Archive_II.jpg,"Meeting_between_PM_Peres_with_newly_elected_PM_Nethanyahu,_1996_Dan_Hadani_Archive_II.jpg"
1994,Peace,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East""",1/3,559,Individual,Yitzhak Rabin,1922-03-01,Jerusalem,British Mandate of Palestine (Israel),Male,NA,NA,NA,1995-11-04,Tel Aviv,Israel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flickr_-_Israel_Defense_Forces_-_Life_of_Lt._Gen._Yitzhak_Rabin%2C_7th_IDF_Chief_of_Staff_%28cropped%29.jpg/300px-Flickr_-_Israel_Defense_Forces_-_Life_of_Lt._Gen._Yitzhak_Rabin%2C_7th_IDF_Chief_of_Staff_%28cropped%29.jpg,"Flickr_-_Israel_Defense_Forces_-_Life_of_Lt._Gen._Yitzhak_Rabin,_7th_IDF_Chief_of_Staff_(cropped).jpg"
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1/3,281,Individual,Paul J. Crutzen,1933-12-03,Amsterdam,Netherlands,Male,Max-Planck-Institut für Chemie,Mainz,Federal Republic of Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Paul_Crutzen.jpg/300px-Paul_Crutzen.jpg,Paul_Crutzen.jpg
1995,Chemistry,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone""",1/3,283,Individual,F. Sherwood Rowland,1927-06-28,"Delaware, OH",United States of America,Male,University of California,"Irvine, CA",United States of America,2012-03-10,"Corona del Mar, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/9/91/F._Sherwood_Rowland.jpg,F._Sherwood_Rowland.jpg
1995,Literature,The Nobel Prize in Literature 1995,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past""",1/1,672,Individual,Seamus Heaney,1939-04-13,Casteldàwson,Northern Ireland,Male,NA,NA,NA,2013-08-30,Dublin,Ireland,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Seamus_Heaney%2C_Irish_poet%2C_brightened_%28cropped%29.jpg/300px-Seamus_Heaney%2C_Irish_poet%2C_brightened_%28cropped%29.jpg,"Seamus_Heaney,_Irish_poet,_brightened_(cropped).jpg"
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,453,Individual,Christiane Nüsslein-Volhard,1942-10-20,Magdeburg,Germany,Female,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Federal Republic of Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Christiane_N%C3%BCsslein-Volhard_mg_4372.jpg/300px-Christiane_N%C3%BCsslein-Volhard_mg_4372.jpg,Christiane_Nüsslein-Volhard_mg_4372.jpg
1995,Medicine,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development""",1/3,454,Individual,Eric F. Wieschaus,1947-06-08,"South Bend, IN",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Wieschaus_ecal2011.jpg/300px-Wieschaus_ecal2011.jpg,Wieschaus_ecal2011.jpg
1995,Peace,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms""",1/2,560,Individual,Joseph Rotblat,1908-11-04,Warsaw,Russian Empire (Poland),Male,NA,NA,NA,2005-08-31,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Joseph_Rotblat_Los_Alamos_identity_badge_photo.jpg/300px-Joseph_Rotblat_Los_Alamos_identity_badge_photo.jpg,Joseph_Rotblat_Los_Alamos_identity_badge_photo.jpg
1995,Physics,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino""",1/2,148,Individual,Frederick Reines,1918-03-16,"Paterson, NJ",United States of America,Male,University of California,"Irvine, CA",United States of America,1998-08-26,"Orange, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Frederick_Reines%2C_early_1950s.jpg/300px-Frederick_Reines%2C_early_1950s.jpg,"Frederick_Reines,_early_1950s.jpg"
1996,Medicine,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence""",1/2,456,Individual,Rolf M. Zinkernagel,1944-01-06,Basel,Switzerland,Male,"University of Zurich, Institute of Experimental Immunology",Zurich,Switzerland,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rolf_Zinkernagel_Erudite_Conclave_medical_college_trivandrum.jpg/300px-Rolf_Zinkernagel_Erudite_Conclave_medical_college_trivandrum.jpg,Rolf_Zinkernagel_Erudite_Conclave_medical_college_trivandrum.jpg
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,562,Individual,Carlos Filipe Ximenes Belo,1948-02-03,Wailacama,East Timor,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Dom_Filipe_Ximenes_Belo_2016.jpg/300px-Dom_Filipe_Ximenes_Belo_2016.jpg,Dom_Filipe_Ximenes_Belo_2016.jpg
1996,Peace,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor""",1/2,563,Individual,José Ramos-Horta,1949-12-26,Dili,East Timor,Male,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Portrait_of_Jose_Ramos-Horta.jpg/300px-Portrait_of_Jose_Ramos-Horta.jpg,Portrait_of_Jose_Ramos-Horta.jpg
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1/4,287,Individual,Paul D. Boyer,1918-07-31,"Provo, UT",United States of America,Male,University of California,"Los Angeles, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Paul_D._Boyer.jpg/300px-Paul_D._Boyer.jpg,Paul_D._Boyer.jpg
1997,Chemistry,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1/4,288,Individual,John E. Walker,1941-01-07,Halifax,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/John_Ernest_Walker.jpg/300px-John_Ernest_Walker.jpg,John_Ernest_Walker.jpg
1997,Economics,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives""",1/2,717,Individual,Robert C. Merton,1944-07-31,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Robert_Merton_November_2010_03%281%29.jpg/300px-Robert_Merton_November_2010_03%281%29.jpg,Robert_Merton_November_2010_03(1).jpg
1997,Literature,The Nobel Prize in Literature 1997,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",1/1,674,Individual,Dario Fo,1926-03-24,Leggiuno-Sangiano,Italy,Male,NA,NA,NA,2016-10-13,Milano,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Dario_Fo%2C_Italian_playwright.jpg/300px-Dario_Fo%2C_Italian_playwright.jpg,"Dario_Fo,_Italian_playwright.jpg"
1997,Medicine,The Nobel Prize in Physiology or Medicine 1997,"""for his discovery of Prions - a new biological principle of infection""",1/1,457,Individual,Stanley B. Prusiner,1942-05-28,"Des Moines, IA",United States of America,Male,University of California School of Medicine,"San Francisco, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Prusiner_1.JPG/300px-Prusiner_1.JPG,Prusiner_1.JPG
1997,Peace,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines""",1/2,565,Individual,Jody Williams,1950-10-09,"Putney, VT",United States of America,Female,NA,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Jody_Williams_2001.jpg/300px-Jody_Williams_2001.jpg,Jody_Williams_2001.jpg
1997,Physics,The Nobel Prize in Physics 1997,"""for development of methods to cool and trap atoms with laser light""",1/3,152,Individual,Steven Chu,1948-02-28,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Professor_Steven_Chu_ForMemRS_headshot.jpg/300px-Professor_Steven_Chu_ForMemRS_headshot.jpg,Professor_Steven_Chu_ForMemRS_headshot.jpg
1997,Physics,The Nobel Prize in Physics 1997,"""for development of methods to cool and trap atoms with laser light""",1/3,153,Individual,Claude Cohen-Tannoudji,1933-04-01,Constantine,French Algeria (Algeria),Male,Collège de France,Paris,France,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Claude_Cohen-Tannoudji.JPG/300px-Claude_Cohen-Tannoudji.JPG,Claude_Cohen-Tannoudji.JPG
1998,Chemistry,The Nobel Prize in Chemistry 1998,"""for his development of the density-functional theory""",1/2,290,Individual,Walter Kohn,1923-03-09,Vienna,Austria,Male,University of California,"Santa Barbara, CA",United States of America,2016-04-19,"Santa Barbara, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Walter_Kohn.jpg/300px-Walter_Kohn.jpg,Walter_Kohn.jpg
1998,Economics,The Sveriges Riksbank Prize in Economic Sciences 1998,"""for his contributions to welfare economics""",1/1,719,Individual,Amartya Sen,1933-11-03,Santiniketan,India,Male,Trinity College,Cambridge,United Kingdom,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Amartya_Sen_2012.jpg/300px-Amartya_Sen_2012.jpg,Amartya_Sen_2012.jpg
1998,Literature,The Nobel Prize in Literature 1998,"""who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality""",1/1,675,Individual,José Saramago,1922-11-16,Azinhaga,Portugal,Male,NA,NA,NA,2010-06-18,Lanzarote,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/JSJoseSaramago.jpg/300px-JSJoseSaramago.jpg,JSJoseSaramago.jpg
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1/3,458,Individual,Robert F. Furchgott,1916-06-04,"Charleston, SC",United States of America,Male,SUNY Health Science Center,"Brooklyn, NY",United States of America,2009-05-19,"Seattle, WA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Drfurchgott.jpg/300px-Drfurchgott.jpg,Drfurchgott.jpg
1998,Medicine,The Nobel Prize in Physiology or Medicine 1998,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",1/3,460,Individual,Ferid Murad,1936-09-14,"Whiting, IN",United States of America,Male,University of Texas Medical School at Houston,"Houston, TX",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Ferid_Murad.jpg/300px-Ferid_Murad.jpg,Ferid_Murad.jpg
